,model,prior,duplicates_level,distortion_level,precision,recall,f1score,date
0,Both,BNBD4,High,High,0.9950284,0.8465257,0.9147894,Wed_Mar__6_22_03_27_2024
1,Both,BNBD4,High,High,0.9925453,0.844713,0.9126816,Thu_Mar__7_08_20_15_2024
2,Both,BNBD4,High,High,0.9942969,0.8427492,0.9122721,Mon_Feb_12_10_11_16_2024
3,Both,BNBD4,High,High,0.9925453,0.844713,0.9126816,Wed_Mar__6_22_03_43_2024
4,Both,BNBD4,High,High,0.9937722,0.8436556,0.9125817,Thu_Mar__7_14_27_15_2024
5,Both,BNBD4,High,High,0.994485,0.8444109,0.9133241,Thu_Mar__7_15_13_49_2024
6,Both,BNBD4,High,High,0.9937844,0.8453172,0.9135581,Wed_Mar__6_22_28_52_2024
7,Both,BNBD4,High,High,0.9928826,0.8429003,0.9117647,Wed_Mar_13_00_48_39_2024
8,Both,BNBD4,High,High,0.9921778,0.8430514,0.9115557,Thu_Mar_14_08_13_25_2024
9,Both,BNBD4,High,High,0.9923772,0.8456193,0.9131392,Wed_Mar__6_22_29_18_2024
10,Both,BNBD4,High,Low,1.0,0.9509463,0.9748564,Wed_Mar__6_22_03_15_2024
11,Both,BNBD4,High,Low,1.0,0.9512491,0.9750155,Thu_Mar__7_08_20_01_2024
12,Both,BNBD4,High,Low,1.0,0.9504921,0.9746177,Thu_Mar__7_14_27_04_2024
13,Both,BNBD4,High,Low,0.9998409,0.9515519,0.9750989,Mon_Feb_12_10_11_08_2024
14,Both,BNBD4,High,Low,1.0,0.9509463,0.9748564,Wed_Mar__6_22_03_28_2024
15,Both,BNBD4,High,Low,0.9998409,0.9515519,0.9750989,Wed_Mar__6_22_28_33_2024
16,Both,BNBD4,High,Low,1.0,0.9509463,0.9748564,Thu_Mar__7_15_13_41_2024
17,Both,BNBD4,High,Low,1.0,0.9498864,0.9742992,Fri_Mar__8_00_49_50_2024
18,Both,BNBD4,High,Low,1.0,0.9512491,0.9750155,Thu_Mar_14_08_13_02_2024
19,Both,BNBD4,High,Low,1.0,0.9510977,0.974936,Wed_Mar__6_22_28_54_2024
20,Both,BNBD4,Low,High,0.9204545,0.7751196,0.8415584,Thu_Mar__7_08_20_07_2024
21,Both,BNBD4,Low,High,0.9217877,0.7894737,0.8505155,Wed_Mar__6_22_03_20_2024
22,Both,BNBD4,Low,High,0.9213483,0.784689,0.8475452,Thu_Mar__7_14_27_06_2024
23,Both,BNBD4,Low,High,0.9213483,0.784689,0.8475452,Wed_Mar__6_22_03_32_2024
24,Both,BNBD4,Low,High,0.9213483,0.784689,0.8475452,Mon_Feb_12_10_11_12_2024
25,Both,BNBD4,Low,High,0.9213483,0.784689,0.8475452,Wed_Mar__6_22_28_45_2024
26,Both,BNBD4,Low,High,0.9222222,0.7942584,0.8534704,Thu_Mar__7_15_13_42_2024
27,Both,BNBD4,Low,High,0.9217877,0.7894737,0.8505155,Fri_Mar__8_00_49_58_2024
28,Both,BNBD4,Low,High,0.9222222,0.7942584,0.8534704,Wed_Mar_13_00_48_31_2024
29,Both,BNBD4,Low,High,0.920904,0.7799043,0.8445596,Thu_Mar_14_08_13_17_2024
30,Both,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Thu_Mar__7_08_19_52_2024
31,Both,BNBD4,Low,Low,0.9705882,0.9519231,0.961165,Wed_Mar__6_22_03_09_2024
32,Both,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Thu_Mar__7_14_26_58_2024
33,Both,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Mon_Feb_12_10_11_04_2024
34,Both,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_03_23_2024
35,Both,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Thu_Mar__7_15_13_35_2024
36,Both,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_28_30_2024
37,Both,BNBD4,Low,Low,0.9752475,0.9471154,0.9609756,Thu_Mar_14_08_12_59_2024
38,Both,BNBD4,Low,Low,0.9850746,0.9519231,0.9682152,Wed_Mar_13_00_48_19_2024
39,Both,BNBD4,Low,Low,0.985,0.9471154,0.9656863,Fri_Mar_15_23_36_52_2024
40,Both,BNBD4,Medium,High,0.9639738,0.8168363,0.8843265,Thu_Mar__7_08_20_03_2024
41,Both,BNBD4,Medium,High,0.9689034,0.8214616,0.8891114,Wed_Mar__6_22_03_24_2024
42,Both,BNBD4,Medium,High,0.9652928,0.8233117,0.888667,Wed_Mar__6_22_03_40_2024
43,Both,BNBD4,Medium,High,0.9601293,0.8242368,0.8870085,Mon_Feb_12_10_11_13_2024
44,Both,BNBD4,Medium,High,0.9631835,0.8228492,0.8875031,Thu_Mar__7_14_27_14_2024
45,Both,BNBD4,Medium,High,0.9619151,0.8177613,0.884,Wed_Mar__6_22_28_47_2024
46,Both,BNBD4,Medium,High,0.963587,0.820074,0.886057,Thu_Mar__7_15_13_46_2024
47,Both,BNBD4,Medium,High,0.9677419,0.8186864,0.8869957,Fri_Mar__8_00_50_02_2024
48,Both,BNBD4,Medium,High,0.9677419,0.8186864,0.8869957,Fri_Mar_15_23_37_10_2024
49,Both,BNBD4,Medium,High,0.966286,0.8219241,0.8882779,Wed_Mar_13_00_48_35_2024
50,Both,BNBD4,Medium,Low,0.9990319,0.9595537,0.9788949,Thu_Mar__7_08_19_53_2024
51,Both,BNBD4,Medium,Low,0.9966118,0.9572292,0.9765236,Wed_Mar__6_22_03_12_2024
52,Both,BNBD4,Medium,Low,0.9966167,0.9586239,0.9772512,Thu_Mar__7_14_27_01_2024
53,Both,BNBD4,Medium,Low,0.9971,0.9590888,0.9777251,Mon_Feb_12_10_11_06_2024
54,Both,BNBD4,Medium,Low,0.996139,0.9595537,0.9775041,Wed_Mar__6_22_03_25_2024
55,Both,BNBD4,Medium,Low,0.997093,0.9567643,0.9765125,Thu_Mar__7_15_13_38_2024
56,Both,BNBD4,Medium,Low,0.9966134,0.9576941,0.9767662,Wed_Mar__6_22_28_32_2024
57,Both,BNBD4,Medium,Low,0.9980601,0.9567643,0.976976,Wed_Mar_13_00_48_21_2024
58,Both,BNBD4,Medium,Low,0.9966184,0.9590888,0.9774935,Fri_Mar_15_23_36_55_2024
59,Both,BNBD4,Medium,Low,0.9975763,0.9567643,0.9767442,Wed_Mar__6_22_28_53_2024
60,Both,BNBD4,Very High,High,0.9977416,0.8253269,0.9033813,Thu_Mar__7_08_20_16_2024
61,Both,BNBD4,Very High,High,0.9974185,0.8249266,0.9030091,Wed_Mar__6_22_03_31_2024
62,Both,BNBD4,Very High,High,0.996467,0.8279957,0.904453,Mon_Feb_12_10_11_17_2024
63,Both,BNBD4,Very High,High,0.9967773,0.8254604,0.9030657,Thu_Mar__7_14_27_18_2024
64,Both,BNBD4,Very High,High,0.9972629,0.8265279,0.9039037,Wed_Mar__6_22_03_46_2024
65,Both,BNBD4,Very High,High,0.9961402,0.8265279,0.9034422,Thu_Mar__7_15_13_51_2024
66,Both,BNBD4,Very High,High,0.9967949,0.8299973,0.9057813,Wed_Mar__6_22_28_55_2024
67,Both,BNBD4,Very High,High,0.9961209,0.8223912,0.9009575,Thu_Mar_14_08_13_30_2024
68,Both,BNBD4,Very High,High,0.9953271,0.8242594,0.9017518,Wed_Mar__6_22_29_16_2024
69,Both,BNBD4,Very High,High,0.9983884,0.8266613,0.9044456,Fri_Mar__8_00_50_09_2024
70,Both,BNBD4,Very High,Low,1.0,0.9540966,0.9765092,Thu_Mar__7_08_20_04_2024
71,Both,BNBD4,Very High,Low,1.0,0.9538297,0.9763693,Wed_Mar__6_22_03_17_2024
72,Both,BNBD4,Very High,Low,1.0,0.9538297,0.9763693,Wed_Mar__6_22_03_32_2024
73,Both,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Mon_Feb_12_10_11_11_2024
74,Both,BNBD4,Very High,Low,1.0,0.9534294,0.9761596,Thu_Mar__7_14_27_08_2024
75,Both,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Thu_Mar__7_15_13_41_2024
76,Both,BNBD4,Very High,Low,1.0,0.9534294,0.9761596,Wed_Mar__6_22_28_35_2024
77,Both,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Wed_Mar__6_22_28_58_2024
78,Both,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Fri_Mar__8_00_49_52_2024
79,Both,BNBD4,Very High,Low,1.0,0.953296,0.9760896,Thu_Mar_14_08_13_06_2024
80,Both,Pitman,High,High,0.9986755,0.6833837,0.8114798,Sat_Mar__9_05_49_38_2024
81,Both,Pitman,High,High,0.9991135,0.6809668,0.8099174,Wed_Mar_13_00_37_23_2024
82,Both,Pitman,High,High,0.9991139,0.6812689,0.8101311,Wed_Mar__6_21_53_26_2024
83,Both,Pitman,High,High,0.9991121,0.6799094,0.8091685,Wed_Mar_13_00_38_01_2024
84,Both,Pitman,High,High,0.9986696,0.6803625,0.8093441,Tue_Feb_20_10_04_18_2024
85,Both,Pitman,High,High,0.9986726,0.6818731,0.8104129,Wed_Mar__6_21_54_00_2024
86,Both,Pitman,High,High,0.9986708,0.6809668,0.8097719,Mon_Mar_18_01_22_03_2024
87,Both,Pitman,High,High,0.9986729,0.6820242,0.8105197,Mon_Mar_18_01_21_42_2024
88,Both,Pitman,High,High,0.9991121,0.6799094,0.8091685,Mon_Mar_18_01_21_34_2024
89,Both,Pitman,High,High,0.9991129,0.6805136,0.8095965,Mon_Mar_18_01_21_54_2024
90,Both,Pitman,High,Low,1.0,0.9526117,0.9757308,Wed_Mar__6_21_53_11_2024
91,Both,Pitman,High,Low,1.0,0.9512491,0.9750155,Sat_Mar__9_05_49_17_2024
92,Both,Pitman,High,Low,1.0,0.9495836,0.9741399,Fri_Mar_15_14_59_15_2024
93,Both,Pitman,High,Low,1.0,0.9523089,0.9755719,Wed_Mar_13_00_37_04_2024
94,Both,Pitman,High,Low,1.0,0.9518547,0.9753335,Wed_Mar__6_21_53_32_2024
95,Both,Pitman,High,Low,1.0,0.9506435,0.9746973,Sun_Mar_10_05_58_21_2024
96,Both,Pitman,High,Low,1.0,0.9533687,0.9761277,Mon_Feb_12_10_05_42_2024
97,Both,Pitman,High,Low,1.0,0.9520061,0.975413,Wed_Mar_13_00_37_33_2024
98,Both,Pitman,High,Low,1.0,0.9503407,0.9745381,Mon_Mar_18_01_20_49_2024
99,Both,Pitman,High,Low,1.0,0.9510977,0.974936,Mon_Mar_18_01_20_22_2024
100,Both,Pitman,Low,High,0.9733333,0.6985646,0.8133705,Wed_Mar__6_21_53_19_2024
101,Both,Pitman,Low,High,0.9863014,0.6889952,0.8112676,Wed_Mar_13_00_37_09_2024
102,Both,Pitman,Low,High,0.9863946,0.6937799,0.8146067,Sat_Mar__9_05_49_28_2024
103,Both,Pitman,Low,High,0.9863946,0.6937799,0.8146067,Tue_Feb_20_10_04_15_2024
104,Both,Pitman,Low,High,0.9731544,0.6937799,0.8100559,Wed_Mar_13_00_37_47_2024
105,Both,Pitman,Low,High,0.9733333,0.6985646,0.8133705,Wed_Mar__6_21_53_45_2024
106,Both,Pitman,Low,High,1.0,0.75,0.8571429,Wed_Mar__6_23_30_26_2024
107,Both,Pitman,Low,High,1.0,0.7333333,0.8461538,Wed_Mar__6_21_53_38_2024
108,Both,Pitman,Low,High,1.0,0.7333333,0.8461538,Wed_Mar_13_02_57_48_2024
109,Both,Pitman,Low,High,1.0,0.7333333,0.8461538,Wed_Mar_13_00_37_26_2024
110,Both,Pitman,Low,Low,0.9754902,0.9567308,0.9660194,Sat_Mar__9_05_49_09_2024
111,Both,Pitman,Low,Low,0.9754902,0.9567308,0.9660194,Wed_Mar_13_00_36_56_2024
112,Both,Pitman,Low,Low,0.9707317,0.9567308,0.9636804,Fri_Mar_15_14_59_12_2024
113,Both,Pitman,Low,Low,0.9754902,0.9567308,0.9660194,Wed_Mar__6_21_53_03_2024
114,Both,Pitman,Low,Low,0.9756098,0.9615385,0.968523,Wed_Mar_13_00_37_19_2024
115,Both,Pitman,Low,Low,0.9754902,0.9567308,0.9660194,Mon_Feb_19_22_27_39_2024
116,Both,Pitman,Low,Low,0.9802956,0.9567308,0.9683698,Wed_Mar__6_21_53_25_2024
117,Both,Pitman,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar_13_00_37_09_2024
118,Both,Pitman,Low,Low,0.9836066,0.952381,0.9677419,Wed_Mar__6_23_30_16_2024
119,Both,Pitman,Low,Low,0.9677419,0.952381,0.96,Wed_Mar__6_21_53_28_2024
120,Both,Pitman,Medium,High,0.9853316,0.7146161,0.8284182,Wed_Mar_13_00_37_18_2024
121,Both,Pitman,Medium,High,0.9847036,0.7146161,0.8281962,Wed_Mar__6_21_53_22_2024
122,Both,Pitman,Medium,High,0.9821996,0.7146161,0.8273092,Sat_Mar__9_05_49_33_2024
123,Both,Pitman,Medium,High,0.9866327,0.7169288,0.8304313,Wed_Mar_13_00_37_55_2024
124,Both,Pitman,Medium,High,0.9846939,0.7141536,0.827882,Wed_Mar__6_21_53_43_2024
125,Both,Pitman,Medium,High,0.9815169,0.7123034,0.8255159,Tue_Feb_20_10_04_17_2024
126,Both,Pitman,Medium,High,0.9871959,0.7132285,0.8281418,Mon_Mar_18_01_07_20_2024
127,Both,Pitman,Medium,High,0.9852659,0.7113784,0.8262154,Mon_Mar_18_01_25_25_2024
128,Both,Pitman,Medium,High,0.9859245,0.712766,0.8273826,Mon_Mar_18_01_20_51_2024
129,Both,Pitman,Medium,High,0.9808917,0.7123034,0.8252947,Mon_Mar_18_01_07_14_2024
130,Both,Pitman,Medium,Low,0.9956289,0.9530451,0.9738717,Fri_Mar_15_14_59_13_2024
131,Both,Pitman,Medium,Low,0.9941776,0.9525802,0.9729345,Wed_Mar__6_21_53_07_2024
132,Both,Pitman,Medium,Low,0.995614,0.9497908,0.9721627,Wed_Mar_13_00_37_02_2024
133,Both,Pitman,Medium,Low,0.9937016,0.95351,0.973191,Sat_Mar__9_05_49_12_2024
134,Both,Pitman,Medium,Low,0.9941776,0.9525802,0.9729345,Mon_Feb_12_10_05_39_2024
135,Both,Pitman,Medium,Low,0.9951433,0.9525802,0.9733967,Sun_Mar_10_05_58_16_2024
136,Both,Pitman,Medium,Low,0.9946472,0.9502557,0.9719448,Wed_Mar__6_21_53_26_2024
137,Both,Pitman,Medium,Low,0.9932203,0.95351,0.9729602,Wed_Mar_13_00_37_23_2024
138,Both,Pitman,Medium,Low,0.9978402,0.9333333,0.9645094,Wed_Mar__6_21_53_31_2024
139,Both,Pitman,Medium,Low,1.0,0.9272727,0.9622642,Wed_Mar_13_00_37_12_2024
140,Both,Pitman,Very High,High,0.9997999,0.6666667,0.799936,Wed_Mar_13_00_37_27_2024
141,Both,Pitman,Very High,High,0.9986017,0.667067,0.79984,Sat_Mar__9_05_49_43_2024
142,Both,Pitman,Very High,High,0.9984038,0.6677342,0.8002559,Wed_Mar__6_21_53_30_2024
143,Both,Pitman,Very High,High,0.9988002,0.6665332,0.7995198,Tue_Feb_20_10_04_21_2024
144,Both,Pitman,Very High,High,0.9979996,0.6657326,0.7986873,Wed_Mar_13_00_38_06_2024
145,Both,Pitman,Very High,High,0.997998,0.6651988,0.7983025,Wed_Mar__6_21_54_06_2024
146,Both,Pitman,Very High,High,0.9980004,0.6659995,0.7988796,Mon_Mar_18_01_24_18_2024
147,Both,Pitman,Very High,High,0.9986045,0.6684014,0.8007994,Mon_Mar_18_01_24_51_2024
148,Both,Pitman,Very High,High,0.9988022,0.6676007,0.8002879,Mon_Mar_18_01_24_46_2024
149,Both,Pitman,Very High,High,0.9985966,0.6646651,0.7981093,Mon_Mar_18_01_24_26_2024
150,Both,Pitman,Very High,Low,1.0,0.9552976,0.9771378,Sat_Mar__9_05_49_23_2024
151,Both,Pitman,Very High,Low,1.0,0.9550307,0.9769982,Fri_Mar_15_14_59_25_2024
152,Both,Pitman,Very High,Low,1.0,0.9542301,0.976579,Wed_Mar__6_21_53_11_2024
153,Both,Pitman,Very High,Low,1.0,0.9536963,0.9762994,Wed_Mar_13_00_37_09_2024
154,Both,Pitman,Very High,Low,1.0,0.9550307,0.9769982,Wed_Mar_13_00_37_38_2024
155,Both,Pitman,Very High,Low,1.0,0.9542301,0.976579,Sun_Mar_10_05_58_22_2024
156,Both,Pitman,Very High,Low,1.0,0.9556979,0.9773472,Wed_Mar__6_21_53_39_2024
157,Both,Pitman,Very High,Low,1.0,0.955431,0.9772076,Mon_Feb_12_10_05_45_2024
158,Both,Pitman,Very High,Low,1.0,0.9542301,0.976579,Mon_Mar_18_01_22_32_2024
159,Both,Pitman,Very High,Low,1.0,0.9560982,0.9775564,Mon_Mar_18_01_22_23_2024
160,Both,Uniform,High,High,0.997228,0.8694864,0.9289864,Wed_Mar__6_21_58_31_2024
161,Both,Uniform,High,High,0.9982675,0.8703927,0.9299548,Fri_Mar__8_12_05_18_2024
162,Both,Uniform,High,High,0.9977446,0.8687311,0.9287791,Fri_Mar__8_10_50_18_2024
163,Both,Uniform,High,High,0.9977474,0.8697885,0.9293842,Wed_Mar__6_21_58_42_2024
164,Both,Uniform,High,High,0.9974035,0.8703927,0.9295797,Tue_Feb_20_10_09_05_2024
165,Both,Uniform,High,High,0.9972266,0.8690332,0.9287271,Fri_Mar__8_15_21_47_2024
166,Both,Uniform,High,High,0.997747,0.8696375,0.9292978,Wed_Mar__6_22_26_31_2024
167,Both,Uniform,High,High,0.9972347,0.8716012,0.9301951,Thu_Mar_14_17_53_06_2024
168,Both,Uniform,High,High,0.9972294,0.8699396,0.9292457,Wed_Mar__6_22_26_13_2024
169,Both,Uniform,High,High,0.9972309,0.8703927,0.9295048,Wed_Mar_13_00_44_03_2024
170,Both,Uniform,High,Low,1.0,0.949735,0.9742196,Fri_Mar__8_12_05_03_2024
171,Both,Uniform,High,Low,1.0,0.9492808,0.9739806,Wed_Mar__6_21_58_18_2024
172,Both,Uniform,High,Low,1.0,0.9491294,0.9739009,Mon_Feb_12_10_08_27_2024
173,Both,Uniform,High,Low,1.0,0.9500379,0.9743789,Wed_Mar__6_21_58_27_2024
174,Both,Uniform,High,Low,1.0,0.9507949,0.9747769,Fri_Mar__8_10_50_01_2024
175,Both,Uniform,High,Low,1.0,0.9510977,0.974936,Wed_Mar__6_22_26_09_2024
176,Both,Uniform,High,Low,1.0,0.9507949,0.9747769,Fri_Mar__8_15_21_30_2024
177,Both,Uniform,High,Low,1.0,0.9498864,0.9742992,Wed_Mar_13_00_43_45_2024
178,Both,Uniform,High,Low,1.0,0.9501893,0.9744585,Thu_Mar__7_18_21_06_2024
179,Both,Uniform,High,Low,1.0,0.9486752,0.9736617,Wed_Mar__6_22_26_03_2024
180,Both,Uniform,Low,High,0.3234201,0.8325359,0.4658635,Wed_Mar__6_21_58_25_2024
181,Both,Uniform,Low,High,0.3075571,0.8373206,0.4498715,Fri_Mar__8_12_05_11_2024
182,Both,Uniform,Low,High,0.3157895,0.8325359,0.4578947,Wed_Mar__6_21_58_34_2024
183,Both,Uniform,Low,High,0.3228782,0.8373206,0.4660453,Fri_Mar__8_10_50_10_2024
184,Both,Uniform,Low,High,0.3211009,0.8373206,0.464191,Tue_Feb_20_10_09_01_2024
185,Both,Uniform,Low,High,0.3229358,0.8421053,0.4668435,Wed_Mar__6_22_26_19_2024
186,Both,Uniform,Low,High,0.3102837,0.8373206,0.4527814,Fri_Mar__8_15_21_38_2024
187,Both,Uniform,Low,High,0.3107143,0.8325359,0.4525358,Wed_Mar_13_00_43_55_2024
188,Both,Uniform,Low,High,0.3176044,0.8373206,0.4605263,Wed_Mar__6_22_26_10_2024
189,Both,Uniform,Low,High,0.3107143,0.8325359,0.4525358,Thu_Mar_14_17_53_01_2024
190,Both,Uniform,Low,Low,0.3489583,0.9663462,0.5127551,Fri_Mar__8_12_04_58_2024
191,Both,Uniform,Low,Low,0.3476027,0.9759615,0.5126263,Wed_Mar__6_21_58_13_2024
192,Both,Uniform,Low,Low,0.3518198,0.9759615,0.5171975,Fri_Mar__8_10_49_56_2024
193,Both,Uniform,Low,Low,0.3513986,0.9663462,0.5153846,Wed_Mar__6_21_58_19_2024
194,Both,Uniform,Low,Low,0.3512111,0.9759615,0.5165394,Mon_Feb_19_22_30_32_2024
195,Both,Uniform,Low,Low,0.3500867,0.9711538,0.5146497,Wed_Mar__6_22_25_59_2024
196,Both,Uniform,Low,Low,0.3536585,0.9759615,0.5191816,Fri_Mar__8_15_21_22_2024
197,Both,Uniform,Low,Low,0.3487973,0.9759615,0.5139241,Thu_Mar_14_17_52_40_2024
198,Both,Uniform,Low,Low,0.3507853,0.9663462,0.5147247,Wed_Mar__6_22_25_57_2024
199,Both,Uniform,Low,Low,0.3555166,0.9759615,0.521181,Wed_Mar_13_00_43_39_2024
200,Both,Uniform,Medium,High,0.9245007,0.8778908,0.9005931,Wed_Mar__6_21_58_32_2024
201,Both,Uniform,Medium,High,0.927522,0.8760407,0.9010466,Fri_Mar__8_12_05_11_2024
202,Both,Uniform,Medium,High,0.9270323,0.8755782,0.9005709,Wed_Mar__6_21_58_38_2024
203,Both,Uniform,Medium,High,0.9250608,0.8792784,0.9015888,Fri_Mar__8_10_50_14_2024
204,Both,Uniform,Medium,High,0.9248047,0.8760407,0.8997625,Tue_Feb_20_10_09_03_2024
205,Both,Uniform,Medium,High,0.9250608,0.8792784,0.9015888,Fri_Mar__8_15_21_43_2024
206,Both,Uniform,Medium,High,0.9278049,0.879741,0.9031339,Wed_Mar__6_22_26_25_2024
207,Both,Uniform,Medium,High,0.9267578,0.8778908,0.9016627,Thu_Mar__7_18_21_15_2024
208,Both,Uniform,Medium,High,0.9276991,0.8783534,0.9023521,Wed_Mar_13_00_44_01_2024
209,Both,Uniform,Medium,High,0.9291646,0.879741,0.9037776,Thu_Mar_14_17_53_08_2024
210,Both,Uniform,Medium,Low,0.9932821,0.9623431,0.9775679,Wed_Mar__6_21_58_15_2024
211,Both,Uniform,Medium,Low,0.9918582,0.962808,0.9771172,Fri_Mar__8_12_05_01_2024
212,Both,Uniform,Medium,Low,0.9913958,0.9642027,0.9776102,Wed_Mar__6_21_58_21_2024
213,Both,Uniform,Medium,Low,0.993771,0.9642027,0.9787636,Mon_Feb_12_10_08_24_2024
214,Both,Uniform,Medium,Low,0.993295,0.9642027,0.9785327,Fri_Mar__8_10_49_59_2024
215,Both,Uniform,Medium,Low,0.9947217,0.9637378,0.9789847,Fri_Mar__8_15_21_24_2024
216,Both,Uniform,Medium,Low,0.9904762,0.9669921,0.9785933,Wed_Mar__6_22_26_00_2024
217,Both,Uniform,Medium,Low,0.9918582,0.962808,0.9771172,Thu_Mar__7_18_21_02_2024
218,Both,Uniform,Medium,Low,0.9928092,0.962808,0.9775785,Wed_Mar_13_00_43_43_2024
219,Both,Uniform,Medium,Low,0.9928264,0.9651325,0.9787836,Thu_Mar_14_17_52_43_2024
220,Both,Uniform,Very High,High,0.9992184,0.852949,0.9203081,Wed_Mar__6_21_58_39_2024
221,Both,Uniform,Very High,High,0.9992172,0.8516146,0.9195303,Fri_Mar__8_12_05_21_2024
222,Both,Uniform,Very High,High,0.9992183,0.8528156,0.9202304,Tue_Feb_20_10_09_06_2024
223,Both,Uniform,Very High,High,0.9990648,0.8553509,0.9216391,Wed_Mar__6_21_58_47_2024
224,Both,Uniform,Very High,High,0.9992211,0.8558847,0.9220154,Fri_Mar__8_10_50_22_2024
225,Both,Uniform,Very High,High,0.999376,0.8548172,0.9214614,Wed_Mar__6_22_26_36_2024
226,Both,Uniform,Very High,High,0.999217,0.8514812,0.9194524,Fri_Mar__8_15_21_50_2024
227,Both,Uniform,Very High,High,0.9987457,0.8500133,0.9183968,Thu_Mar__7_18_21_19_2024
228,Both,Uniform,Very High,High,0.9992198,0.8545503,0.92124,Wed_Mar_13_00_44_12_2024
229,Both,Uniform,Very High,High,0.9985948,0.8534828,0.920354,Wed_Mar__6_22_26_17_2024
230,Both,Uniform,Very High,Low,1.0,0.9544969,0.9767188,Fri_Mar__8_12_05_05_2024
231,Both,Uniform,Very High,Low,1.0,0.9531625,0.9760197,Wed_Mar__6_21_58_21_2024
232,Both,Uniform,Very High,Low,1.0,0.9519616,0.9753897,Mon_Feb_12_10_08_31_2024
233,Both,Uniform,Very High,Low,1.0,0.9535629,0.9762295,Fri_Mar__8_10_50_07_2024
234,Both,Uniform,Very High,Low,1.0,0.9534294,0.9761596,Wed_Mar__6_21_58_29_2024
235,Both,Uniform,Very High,Low,1.0,0.9535629,0.9762295,Wed_Mar__6_22_26_09_2024
236,Both,Uniform,Very High,Low,1.0,0.9542301,0.976579,Fri_Mar__8_15_21_34_2024
237,Both,Uniform,Very High,Low,1.0,0.9534294,0.9761596,Wed_Mar_13_00_43_56_2024
238,Both,Uniform,Very High,Low,1.0,0.9535629,0.9762295,Thu_Mar_14_17_52_55_2024
239,Both,Uniform,Very High,Low,1.0,0.9543635,0.9766489,Wed_Mar__6_22_26_07_2024
240,Neither,BNBD4,High,High,0.9980806,0.7069486,0.8276594,Mon_Mar_11_12_58_19_2024
241,Neither,BNBD4,High,High,0.9976435,0.7034743,0.825124,Wed_Mar__6_21_56_00_2024
242,Neither,BNBD4,High,High,0.9978696,0.7075529,0.8280007,Sat_Mar__9_07_15_20_2024
243,Neither,BNBD4,High,High,0.9974549,0.710423,0.8298191,Tue_Feb_20_10_07_54_2024
244,Neither,BNBD4,High,High,0.9978705,0.707855,0.8282078,Wed_Mar__6_21_56_09_2024
245,Neither,BNBD4,High,High,0.9976511,0.7057402,0.8266832,Wed_Mar__6_22_25_11_2024
246,Neither,BNBD4,High,High,0.9978605,0.7045317,0.8259253,Sun_Mar_10_03_50_58_2024
247,Neither,BNBD4,High,High,0.99786,0.7043807,0.8258213,Wed_Mar_13_00_40_45_2024
