,model,prior,duplicates_level,distortion_level,precision,recall,f1score,date
248,Neither,BNBD4,High,High,0.9978687,0.7072508,0.8277935,Sat_Mar__9_04_20_46_2024
249,Neither,BNBD4,High,High,0.9978728,0.7086103,0.8287254,Wed_Mar__6_22_25_13_2024
250,Neither,BNBD4,High,Low,0.999841,0.9521575,0.9754168,Sat_Mar__9_04_42_37_2024
251,Neither,BNBD4,High,Low,0.9998411,0.9527631,0.9757346,Wed_Mar__6_21_55_42_2024
252,Neither,BNBD4,High,Low,1.0,0.9529145,0.9758896,Mon_Feb_12_10_07_03_2024
253,Neither,BNBD4,High,Low,1.0,0.9510977,0.974936,Sat_Mar__9_07_15_03_2024
254,Neither,BNBD4,High,Low,1.0,0.9517033,0.9752541,Wed_Mar__6_21_55_54_2024
255,Neither,BNBD4,High,Low,1.0,0.9529145,0.9758896,Wed_Mar__6_22_24_50_2024
256,Neither,BNBD4,High,Low,1.0,0.9526117,0.9757308,Sun_Mar_10_03_50_39_2024
257,Neither,BNBD4,High,Low,1.0,0.9521575,0.9754925,Sat_Mar__9_04_20_27_2024
258,Neither,BNBD4,High,Low,0.9998408,0.9509463,0.9747808,Wed_Mar_13_00_40_29_2024
259,Neither,BNBD4,High,Low,1.0,0.9521575,0.9754925,Wed_Mar__6_22_24_56_2024
260,Neither,BNBD4,Low,High,0.9798658,0.6985646,0.8156425,Wed_Mar__6_21_55_50_2024
261,Neither,BNBD4,Low,High,0.9864865,0.6985646,0.8179272,Sat_Mar__9_07_15_11_2024
262,Neither,BNBD4,Low,High,0.9864865,0.6985646,0.8179272,Tue_Feb_20_10_07_50_2024
263,Neither,BNBD4,Low,High,0.9798658,0.6985646,0.8156425,Wed_Mar__6_21_56_01_2024
264,Neither,BNBD4,Low,High,0.9864865,0.6985646,0.8179272,Wed_Mar__6_22_25_04_2024
265,Neither,BNBD4,Low,High,1.0,0.75,0.8571429,Wed_Mar_13_00_40_08_2024
266,Neither,BNBD4,Low,High,0.9798658,0.6985646,0.8156425,Wed_Mar__6_22_25_04_2024
267,Neither,BNBD4,Low,High,0.9863946,0.6937799,0.8146067,Wed_Mar_13_00_40_36_2024
268,Neither,BNBD4,Low,High,0.98,0.7033493,0.8189415,Sat_Mar__9_04_20_37_2024
269,Neither,BNBD4,Low,High,0.9863946,0.6985646,0.8179272,Wed_Mar__6_21_55_50_2024
270,Neither,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Wed_Mar__6_21_55_35_2024
271,Neither,BNBD4,Low,Low,0.9800995,0.9471154,0.9633252,Sat_Mar__9_04_42_19_2024
272,Neither,BNBD4,Low,Low,0.985,0.9471154,0.9656863,Sat_Mar__9_07_14_57_2024
273,Neither,BNBD4,Low,Low,0.985,0.9471154,0.9656863,Wed_Mar__6_21_55_48_2024
274,Neither,BNBD4,Low,Low,0.985,0.9471154,0.9656863,Mon_Feb_19_22_29_29_2024
275,Neither,BNBD4,Low,Low,0.9850746,0.9519231,0.9682152,Sun_Mar_10_03_50_33_2024
276,Neither,BNBD4,Low,Low,0.9850746,0.9519231,0.9682152,Wed_Mar__6_22_24_31_2024
277,Neither,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_24_52_2024
278,Neither,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Sat_Mar__9_04_20_16_2024
279,Neither,BNBD4,Low,Low,0.985,0.9471154,0.9656863,Wed_Mar_13_00_40_19_2024
280,Neither,BNBD4,Medium,High,0.983344,0.7099907,0.8246038,Wed_Mar_13_00_41_11_2024
281,Neither,BNBD4,Medium,High,0.9833333,0.7095282,0.824288,Wed_Mar__6_21_55_55_2024
282,Neither,BNBD4,Medium,High,0.9799742,0.7016651,0.8177898,Tue_Feb_20_10_07_52_2024
283,Neither,BNBD4,Medium,High,0.984556,0.7076781,0.8234661,Sat_Mar__9_07_15_16_2024
284,Neither,BNBD4,Medium,High,0.9839021,0.706753,0.822611,Wed_Mar__6_21_56_05_2024
285,Neither,BNBD4,Medium,High,0.9832905,0.7076781,0.8230231,Wed_Mar__6_22_24_52_2024
286,Neither,BNBD4,Medium,High,0.9890411,0.7412731,0.8474178,Wed_Mar_13_00_40_10_2024
287,Neither,BNBD4,Medium,High,0.984546,0.7072155,0.8231494,Sat_Mar__9_04_20_44_2024
288,Neither,BNBD4,Medium,High,0.9846547,0.7123034,0.8266237,Wed_Mar__6_22_25_04_2024
289,Neither,BNBD4,Medium,High,0.9826923,0.7090657,0.8237507,Wed_Mar_13_00_40_40_2024
290,Neither,BNBD4,Medium,Low,0.9965937,0.9521153,0.9738469,Wed_Mar_13_00_41_02_2024
291,Neither,BNBD4,Medium,Low,0.9946446,0.9497908,0.9717004,Sat_Mar__9_04_42_23_2024
292,Neither,BNBD4,Medium,Low,0.9956226,0.9516504,0.97314,Wed_Mar__6_21_55_38_2024
293,Neither,BNBD4,Medium,Low,0.9961089,0.9521153,0.9736154,Sat_Mar__9_07_14_59_2024
294,Neither,BNBD4,Medium,Low,0.9951362,0.9511855,0.9726646,Mon_Feb_12_10_06_58_2024
295,Neither,BNBD4,Medium,Low,0.9961203,0.9549047,0.9750771,Wed_Mar__6_21_55_51_2024
296,Neither,BNBD4,Medium,Low,0.9951291,0.9497908,0.9719315,Sun_Mar_10_03_50_36_2024
297,Neither,BNBD4,Medium,Low,0.9961071,0.9516504,0.9733714,Wed_Mar__6_22_24_44_2024
298,Neither,BNBD4,Medium,Low,0.9961483,0.9618782,0.9787133,Wed_Mar__6_22_24_55_2024
299,Neither,BNBD4,Medium,Low,0.996592,0.9516504,0.9736029,Wed_Mar_13_00_40_22_2024
300,Neither,BNBD4,Very High,High,0.998101,0.7013611,0.8238245,Wed_Mar__6_21_56_04_2024
301,Neither,BNBD4,Very High,High,0.9986662,0.6993595,0.8226338,Mon_Mar_11_12_58_35_2024
302,Neither,BNBD4,Very High,High,0.9992362,0.698292,0.8220878,Sat_Mar__9_07_15_23_2024
303,Neither,BNBD4,Very High,High,0.999048,0.7001601,0.8233171,Tue_Feb_20_10_07_55_2024
304,Neither,BNBD4,Very High,High,0.9990443,0.6974913,0.8214679,Wed_Mar__6_21_56_13_2024
305,Neither,BNBD4,Very High,High,0.9986732,0.7030958,0.8252153,Sun_Mar_10_03_51_02_2024
306,Neither,BNBD4,Very High,High,0.9988495,0.6950894,0.819734,Wed_Mar__6_22_25_14_2024
307,Neither,BNBD4,Very High,High,0.9982873,0.7000267,0.8229665,Wed_Mar_13_00_40_49_2024
308,Neither,BNBD4,Very High,High,0.9994295,0.7013611,0.8242766,Wed_Mar__6_22_25_16_2024
309,Neither,BNBD4,Very High,High,0.9988587,0.7006939,0.8236217,Sat_Mar__9_04_20_51_2024
310,Neither,BNBD4,Very High,Low,1.0,0.9540966,0.9765092,Wed_Mar__6_21_55_42_2024
311,Neither,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Sat_Mar__9_04_42_44_2024
312,Neither,BNBD4,Very High,Low,1.0,0.9546304,0.9767886,Wed_Mar__6_21_55_57_2024
313,Neither,BNBD4,Very High,Low,1.0,0.9534294,0.9761596,Sat_Mar__9_07_15_07_2024
314,Neither,BNBD4,Very High,Low,0.9995812,0.955431,0.9770076,Mon_Feb_12_10_07_06_2024
315,Neither,BNBD4,Very High,Low,1.0,0.9558313,0.9774169,Wed_Mar__6_22_24_58_2024
316,Neither,BNBD4,Very High,Low,1.0,0.9550307,0.9769982,Sun_Mar_10_03_50_42_2024
317,Neither,BNBD4,Very High,Low,1.0,0.9556979,0.9773472,Wed_Mar_13_00_40_32_2024
318,Neither,BNBD4,Very High,Low,1.0,0.9546304,0.9767886,Fri_Mar_15_12_06_38_2024
319,Neither,BNBD4,Very High,Low,1.0,0.9546304,0.9767886,Wed_Mar__6_22_25_00_2024
320,Neither,Pitman,High,High,0.9948288,0.8427492,0.9124959,Wed_Mar__6_22_01_29_2024
321,Neither,Pitman,High,High,0.9928622,0.8404834,0.9103403,Fri_Mar__8_18_42_40_2024
322,Neither,Pitman,High,High,0.9948112,0.8398792,0.9108035,Mon_Feb_12_10_10_55_2024
323,Neither,Pitman,High,High,0.9939307,0.8410876,0.9111438,Fri_Mar__8_03_08_07_2024
324,Neither,Pitman,High,High,0.9944771,0.8432024,0.9126134,Wed_Mar__6_22_01_08_2024
325,Neither,Pitman,High,High,0.9934304,0.8451662,0.9133203,Fri_Mar__8_01_19_50_2024
326,Neither,Pitman,High,High,0.9946476,0.842145,0.9120654,Wed_Mar__6_22_27_22_2024
327,Neither,Pitman,High,High,0.9939437,0.8429003,0.9122119,Fri_Mar__8_01_19_13_2024
328,Neither,Pitman,High,High,0.9941271,0.8438066,0.9128197,Thu_Mar_14_12_44_57_2024
329,Neither,Pitman,High,High,0.9926994,0.842145,0.9112455,Wed_Mar__6_22_27_33_2024
330,Neither,Pitman,High,Low,1.0,0.9512491,0.9750155,Wed_Mar__6_22_00_52_2024
331,Neither,Pitman,High,Low,1.0,0.9491294,0.9739009,Fri_Mar__8_18_42_24_2024
332,Neither,Pitman,High,Low,1.0,0.949735,0.9742196,Wed_Mar__6_22_00_53_2024
333,Neither,Pitman,High,Low,1.0,0.9509463,0.9748564,Mon_Feb_12_10_10_38_2024
334,Neither,Pitman,High,Low,1.0,0.9507949,0.9747769,Fri_Mar__8_03_07_47_2024
335,Neither,Pitman,High,Low,1.0,0.9510977,0.974936,Fri_Mar__8_01_19_30_2024
336,Neither,Pitman,High,Low,1.0,0.9507949,0.9747769,Wed_Mar__6_22_27_04_2024
337,Neither,Pitman,High,Low,1.0,0.9504921,0.9746177,Fri_Mar__8_01_19_01_2024
338,Neither,Pitman,High,Low,1.0,0.9498864,0.9742992,Thu_Mar_14_12_44_28_2024
339,Neither,Pitman,High,Low,1.0,0.9509463,0.9748564,Wed_Mar__6_22_27_15_2024
340,Neither,Pitman,Low,High,0.9314286,0.7799043,0.8489583,Wed_Mar__6_22_01_13_2024
341,Neither,Pitman,Low,High,0.9418605,0.7751196,0.8503937,Fri_Mar__8_18_42_36_2024
342,Neither,Pitman,Low,High,0.9310345,0.7751196,0.845953,Wed_Mar__6_22_01_01_2024
343,Neither,Pitman,Low,High,0.9314286,0.7799043,0.8489583,Fri_Mar__8_03_07_58_2024
344,Neither,Pitman,Low,High,0.9360465,0.7703349,0.8451444,Mon_Feb_12_10_10_47_2024
345,Neither,Pitman,Low,High,0.9418605,0.7751196,0.8503937,Wed_Mar__6_22_27_13_2024
346,Neither,Pitman,Low,High,0.9411765,0.7655502,0.8443272,Fri_Mar__8_01_19_41_2024
347,Neither,Pitman,Low,High,0.9360465,0.7703349,0.8451444,Fri_Mar__8_01_19_06_2024
348,Neither,Pitman,Low,High,0.9364162,0.7751196,0.8481675,Wed_Mar_13_00_46_23_2024
349,Neither,Pitman,Low,High,0.9367816,0.7799043,0.8511749,Wed_Mar__6_22_27_19_2024
350,Neither,Pitman,Low,Low,0.9656863,0.9471154,0.9563107,Wed_Mar__6_22_00_44_2024
351,Neither,Pitman,Low,Low,0.9704433,0.9471154,0.9586375,Fri_Mar__8_18_42_05_2024
352,Neither,Pitman,Low,Low,0.9704433,0.9471154,0.9586375,Wed_Mar__6_22_00_45_2024
353,Neither,Pitman,Low,Low,0.9800995,0.9471154,0.9633252,Fri_Mar__8_03_07_40_2024
354,Neither,Pitman,Low,Low,0.9704433,0.9471154,0.9586375,Mon_Feb_12_10_10_34_2024
355,Neither,Pitman,Low,Low,0.9704433,0.9471154,0.9586375,Wed_Mar__6_22_26_59_2024
356,Neither,Pitman,Low,Low,0.9800995,0.9471154,0.9633252,Fri_Mar__8_01_19_26_2024
357,Neither,Pitman,Low,Low,0.9704433,0.9471154,0.9586375,Wed_Mar__6_22_27_11_2024
358,Neither,Pitman,Low,Low,0.9704433,0.9471154,0.9586375,Thu_Mar_14_12_44_18_2024
359,Neither,Pitman,Low,Low,0.9752475,0.9471154,0.9609756,Fri_Mar__8_01_18_49_2024
360,Neither,Pitman,Medium,High,0.9678299,0.8209991,0.8883884,Wed_Mar__6_22_01_21_2024
361,Neither,Pitman,Medium,High,0.9629226,0.8168363,0.8838839,Fri_Mar__8_18_42_34_2024
362,Neither,Pitman,Medium,High,0.9677243,0.8182239,0.8867168,Wed_Mar__6_22_01_03_2024
363,Neither,Pitman,Medium,High,0.9655549,0.8168363,0.8849912,Fri_Mar__8_03_08_02_2024
364,Neither,Pitman,Medium,High,0.9641304,0.8205365,0.8865567,Mon_Feb_12_10_10_51_2024
365,Neither,Pitman,Medium,High,0.9640719,0.8191489,0.8857214,Fri_Mar__8_01_19_46_2024
366,Neither,Pitman,Medium,High,0.9651606,0.820074,0.8867217,Wed_Mar__6_22_27_17_2024
367,Neither,Pitman,Medium,High,0.9651226,0.8191489,0.8861646,Wed_Mar__6_22_27_29_2024
368,Neither,Pitman,Medium,High,0.9649891,0.8159112,0.8842105,Thu_Mar_14_12_44_48_2024
369,Neither,Pitman,Medium,High,0.9670692,0.8149861,0.8845382,Wed_Mar_13_00_46_29_2024
370,Neither,Pitman,Medium,Low,0.9951621,0.9562994,0.9753438,Fri_Mar__8_18_42_11_2024
371,Neither,Pitman,Medium,Low,0.9956501,0.9576941,0.9763033,Wed_Mar__6_22_00_48_2024
372,Neither,Pitman,Medium,Low,0.9937198,0.9562994,0.9746506,Wed_Mar__6_22_00_48_2024
373,Neither,Pitman,Medium,Low,0.9961297,0.9572292,0.9762921,Mon_Feb_12_10_10_36_2024
374,Neither,Pitman,Medium,Low,0.9951667,0.9572292,0.9758294,Fri_Mar__8_03_07_44_2024
375,Neither,Pitman,Medium,Low,0.9961278,0.9567643,0.9760493,Fri_Mar__8_01_19_28_2024
376,Neither,Pitman,Medium,Low,0.9951597,0.9558345,0.9751008,Wed_Mar__6_22_27_01_2024
377,Neither,Pitman,Medium,Low,0.9956501,0.9576941,0.9763033,Fri_Mar__8_01_18_51_2024
378,Neither,Pitman,Medium,Low,0.9966134,0.9576941,0.9767662,Wed_Mar__6_22_27_13_2024
379,Neither,Pitman,Medium,Low,0.9956543,0.9586239,0.9767883,Wed_Mar_13_00_46_06_2024
380,Neither,Pitman,Very High,High,0.9945152,0.8226581,0.9004601,Fri_Mar__8_18_42_44_2024
381,Neither,Pitman,Very High,High,0.994842,0.8235922,0.9011535,Wed_Mar__6_22_01_37_2024
382,Neither,Pitman,Very High,High,0.995318,0.8226581,0.900789,Wed_Mar__6_22_01_12_2024
383,Neither,Pitman,Very High,High,0.995969,0.8242594,0.9020152,Mon_Feb_12_10_10_59_2024
384,Neither,Pitman,Very High,High,0.9940447,0.824126,0.9011454,Fri_Mar__8_03_08_11_2024
385,Neither,Pitman,Very High,High,0.9959658,0.8235922,0.9016142,Fri_Mar__8_01_19_54_2024
386,Neither,Pitman,Very High,High,0.9958058,0.8237256,0.9016286,Wed_Mar__6_22_27_26_2024
387,Neither,Pitman,Very High,High,0.9959664,0.8237256,0.9016944,Wed_Mar_13_00_46_38_2024
388,Neither,Pitman,Very High,High,0.9979036,0.8257272,0.9036875,Fri_Mar__8_01_19_14_2024
389,Neither,Pitman,Very High,High,0.9957963,0.8218575,0.9005044,Thu_Mar_14_12_45_10_2024
390,Neither,Pitman,Very High,Low,1.0,0.9542301,0.976579,Fri_Mar__8_18_42_29_2024
391,Neither,Pitman,Very High,Low,1.0,0.9538297,0.9763693,Wed_Mar__6_22_01_05_2024
392,Neither,Pitman,Very High,Low,0.9994407,0.9538297,0.9761027,Mon_Feb_12_10_10_42_2024
393,Neither,Pitman,Very High,Low,0.999441,0.9542301,0.9763124,Fri_Mar__8_03_07_51_2024
394,Neither,Pitman,Very High,Low,1.0,0.9542301,0.976579,Wed_Mar__6_22_00_51_2024
395,Neither,Pitman,Very High,Low,1.0,0.9542301,0.976579,Wed_Mar__6_22_27_08_2024
396,Neither,Pitman,Very High,Low,1.0,0.953296,0.9760896,Fri_Mar__8_01_19_36_2024
397,Neither,Pitman,Very High,Low,0.9994409,0.9540966,0.9762425,Wed_Mar_13_00_46_18_2024
398,Neither,Pitman,Very High,Low,1.0,0.953296,0.9760896,Sat_Mar_16_12_33_56_2024
399,Neither,Pitman,Very High,Low,1.0,0.9539632,0.9764393,Wed_Mar__6_22_27_21_2024
400,Neither,Uniform,High,High,0.9982961,0.7965257,0.8860696,Wed_Mar__6_22_21_51_2024
401,Neither,Uniform,High,High,0.9980967,0.792145,0.8832744,Fri_Mar__8_09_13_28_2024
402,Neither,Uniform,High,High,0.9984843,0.7960725,0.8858632,Wed_Mar__6_22_21_47_2024
403,Neither,Uniform,High,High,0.9984765,0.791994,0.8833291,Fri_Mar__8_09_11_45_2024
404,Neither,Uniform,High,High,0.9975191,0.789577,0.8814503,Mon_Feb_19_22_34_09_2024
405,Neither,Uniform,High,High,0.9982909,0.7941088,0.8845701,Mon_Feb_19_22_26_21_2024
406,Neither,Uniform,High,High,0.9984747,0.7910876,0.8827644,Fri_Mar__8_10_44_22_2024
407,Neither,Uniform,High,High,0.9980945,0.7912387,0.8827098,Wed_Mar__6_22_21_55_2024
408,Neither,Uniform,High,High,0.9984776,0.7925982,0.8837053,Wed_Mar__6_22_22_23_2024
409,Neither,Uniform,High,High,0.9979115,0.7939577,0.8843274,Fri_Mar__8_14_10_54_2024
410,Neither,Uniform,High,Low,1.0,0.9510977,0.974936,Fri_Mar__8_09_13_13_2024
411,Neither,Uniform,High,Low,1.0,0.9494322,0.9740603,Wed_Mar__6_22_21_35_2024
412,Neither,Uniform,High,Low,1.0,0.9506435,0.9746973,Wed_Mar__6_22_21_34_2024
413,Neither,Uniform,High,Low,1.0,0.9495836,0.9741399,Mon_Feb_12_10_13_40_2024
414,Neither,Uniform,High,Low,1.0,0.949735,0.9742196,Fri_Mar__8_09_11_31_2024
415,Neither,Uniform,High,Low,1.0,0.9491294,0.9739009,Fri_Mar__8_10_44_03_2024
416,Neither,Uniform,High,Low,1.0,0.9498864,0.9742992,Wed_Mar__6_22_21_43_2024
417,Neither,Uniform,High,Low,1.0,0.949735,0.9742196,Wed_Mar_13_00_50_53_2024
418,Neither,Uniform,High,Low,1.0,0.9500379,0.9743789,Wed_Mar__6_22_22_00_2024
419,Neither,Uniform,High,Low,1.0,0.9501893,0.9744585,Fri_Mar__8_14_10_37_2024
420,Neither,Uniform,Low,High,0.2458771,0.784689,0.3744292,Wed_Mar__6_22_21_39_2024
421,Neither,Uniform,Low,High,0.2376093,0.7799043,0.3642458,Fri_Mar__8_09_13_20_2024
422,Neither,Uniform,Low,High,0.2418398,0.7799043,0.3691959,Wed_Mar__6_22_21_42_2024
423,Neither,Uniform,Low,High,0.2422452,0.784689,0.3702032,Fri_Feb_23_22_36_12_2024
424,Neither,Uniform,Low,High,0.2443439,0.7751196,0.3715596,Fri_Mar__8_09_11_36_2024
425,Neither,Uniform,Low,High,0.2400589,0.7799043,0.3671171,Wed_Mar__6_22_21_49_2024
426,Neither,Uniform,Low,High,0.242921,0.7799043,0.3704545,Fri_Mar__8_10_44_12_2024
427,Neither,Uniform,Low,High,0.242921,0.7799043,0.3704545,Wed_Mar__6_22_22_07_2024
428,Neither,Uniform,Low,High,0.2444113,0.784689,0.3727273,Fri_Mar__8_14_10_47_2024
429,Neither,Uniform,Low,High,0.242921,0.7799043,0.3704545,Wed_Mar__6_22_21_39_2024
430,Neither,Uniform,Low,Low,0.2853026,0.9519231,0.4390244,Fri_Mar__8_09_13_08_2024
431,Neither,Uniform,Low,Low,0.2853026,0.9519231,0.4390244,Wed_Mar__6_22_21_27_2024
432,Neither,Uniform,Low,Low,0.278481,0.9519231,0.4309032,Wed_Mar__6_22_21_29_2024
433,Neither,Uniform,Low,Low,0.2820513,0.9519231,0.4351648,Mon_Feb_12_10_13_31_2024
434,Neither,Uniform,Low,Low,0.2824536,0.9519231,0.4356436,Fri_Mar__8_09_11_25_2024
435,Neither,Uniform,Low,Low,0.2804533,0.9519231,0.4332604,Wed_Mar__6_22_21_36_2024
436,Neither,Uniform,Low,Low,0.2773109,0.9519231,0.4295011,Fri_Mar__8_10_43_56_2024
437,Neither,Uniform,Low,Low,0.2840746,0.9519231,0.4375691,Fri_Mar__8_14_10_33_2024
438,Neither,Uniform,Low,Low,0.2820513,0.9519231,0.4351648,Wed_Mar__6_22_21_52_2024
439,Neither,Uniform,Low,Low,0.2820513,0.9519231,0.4351648,Fri_Mar__8_09_13_08_2024
440,Neither,Uniform,Medium,High,0.9657452,0.7432932,0.8400418,Wed_Mar__6_22_21_47_2024
441,Neither,Uniform,Medium,High,0.9646283,0.7442183,0.8402089,Fri_Mar__8_09_13_20_2024
442,Neither,Uniform,Medium,High,0.9663664,0.7442183,0.8408675,Wed_Mar__6_22_21_44_2024
443,Neither,Uniform,Medium,High,0.9636689,0.7483811,0.8424889,Fri_Mar__8_09_11_41_2024
444,Neither,Uniform,Medium,High,0.9584323,0.746531,0.8393136,Fri_Feb_23_22_36_13_2024
445,Neither,Uniform,Medium,High,0.9613325,0.7474561,0.8410096,Fri_Mar__8_10_44_17_2024
446,Neither,Uniform,Medium,High,0.9628965,0.7442183,0.8395513,Wed_Mar__6_22_21_52_2024
447,Neither,Uniform,Medium,High,0.965311,0.746531,0.8419405,Wed_Mar__6_22_22_17_2024
448,Neither,Uniform,Medium,High,0.9659295,0.7474561,0.842764,Fri_Mar__8_14_10_50_2024
449,Neither,Uniform,Medium,High,0.9646283,0.746531,0.8408675,Wed_Mar__6_22_21_47_2024
450,Neither,Uniform,Medium,Low,0.9947064,0.9609484,0.9775361,Wed_Mar__6_22_21_29_2024
451,Neither,Uniform,Medium,Low,0.9942029,0.9567643,0.9751244,Fri_Mar__8_09_13_10_2024
452,Neither,Uniform,Medium,Low,0.9951691,0.9576941,0.976072,Wed_Mar__6_22_21_32_2024
453,Neither,Uniform,Medium,Low,0.9956564,0.9590888,0.9770305,Fri_Mar__8_09_11_28_2024
454,Neither,Uniform,Medium,Low,0.9956522,0.958159,0.9765458,Mon_Feb_12_10_13_33_2024
455,Neither,Uniform,Medium,Low,0.9956501,0.9576941,0.9763033,Fri_Mar__8_10_43_57_2024
456,Neither,Uniform,Medium,Low,0.9961297,0.9572292,0.9762921,Wed_Mar__6_22_21_39_2024
457,Neither,Uniform,Medium,Low,0.9946809,0.9562994,0.9751126,Wed_Mar_13_00_50_48_2024
458,Neither,Uniform,Medium,Low,0.9956543,0.9586239,0.9767883,Fri_Mar__8_14_10_35_2024
459,Neither,Uniform,Medium,Low,0.9956564,0.9590888,0.9770305,Wed_Mar__6_22_21_55_2024
460,Neither,Uniform,Very High,High,0.9993094,0.7723512,0.8712931,Fri_Mar__8_09_13_31_2024
461,Neither,Uniform,Very High,High,0.9991358,0.7714171,0.8706325,Wed_Mar__6_22_21_55_2024
462,Neither,Uniform,Very High,High,1.0,0.7724847,0.8716404,Mon_Feb_12_10_14_00_2024
463,Neither,Uniform,Very High,High,1.0,0.7740859,0.8726589,Fri_Mar__8_09_11_48_2024
464,Neither,Uniform,Very High,High,0.9998265,0.7691487,0.8694472,Wed_Mar__6_22_21_50_2024
465,Neither,Uniform,Very High,High,0.9998272,0.7720843,0.8713199,Fri_Mar__8_10_44_26_2024
466,Neither,Uniform,Very High,High,0.9998272,0.7719509,0.8712349,Wed_Mar__6_22_21_59_2024
467,Neither,Uniform,Very High,High,0.999827,0.7712837,0.8708098,Wed_Mar__6_22_22_28_2024
468,Neither,Uniform,Very High,High,0.9998271,0.7715506,0.8709799,Fri_Mar__8_14_10_57_2024
469,Neither,Uniform,Very High,High,0.9998271,0.7719509,0.8712349,Fri_Mar__8_09_13_31_2024
470,Neither,Uniform,Very High,Low,1.0,0.9523619,0.9755998,Wed_Mar__6_22_21_35_2024
471,Neither,Uniform,Very High,Low,1.0,0.9526288,0.9757398,Fri_Mar__8_09_13_15_2024
472,Neither,Uniform,Very High,Low,1.0,0.9527622,0.9758098,Mon_Feb_12_10_13_43_2024
473,Neither,Uniform,Very High,Low,1.0,0.9531625,0.9760197,Wed_Mar__6_22_21_36_2024
474,Neither,Uniform,Very High,Low,1.0,0.9519616,0.9753897,Fri_Mar__8_09_11_33_2024
475,Neither,Uniform,Very High,Low,1.0,0.9527622,0.9758098,Wed_Mar__6_22_21_46_2024
476,Neither,Uniform,Very High,Low,1.0,0.9523619,0.9755998,Fri_Mar__8_10_44_08_2024
477,Neither,Uniform,Very High,Low,1.0,0.9523619,0.9755998,Wed_Mar_13_00_51_02_2024
478,Neither,Uniform,Very High,Low,1.0,0.9523619,0.9755998,Fri_Mar__8_14_10_42_2024
479,Neither,Uniform,Very High,Low,1.0,0.9516947,0.9752496,Wed_Mar__6_22_22_04_2024
480,No Diri,BNBD4,High,High,0.9883236,0.8950151,0.9393579,Thu_Mar__7_16_48_40_2024
481,No Diri,BNBD4,High,High,0.9894402,0.8916918,0.9380264,Wed_Mar__6_21_59_22_2024
482,No Diri,BNBD4,High,High,0.9924497,0.8935045,0.9403816,Mon_Feb_19_22_38_15_2024
483,No Diri,BNBD4,High,High,0.9898215,0.8960725,0.9406168,Wed_Mar__6_21_59_43_2024
484,No Diri,BNBD4,High,High,0.9902929,0.8938066,0.9395792,Thu_Mar__7_17_12_07_2024
485,No Diri,BNBD4,High,High,0.9904634,0.8942598,0.9399063,Fri_Mar__8_10_57_43_2024
486,No Diri,BNBD4,High,High,0.9896338,0.8941088,0.9394493,Wed_Mar__6_22_26_52_2024
