,model,prior,duplicates_level,distortion_level,precision,recall,f1score,date
725,No Empiri,BNBD4,High,High,0.9978046,0.8238671,0.9025319,Sun_Mar_10_04_23_04_2024
726,No Empiri,BNBD4,High,High,0.9938238,0.826435,0.902433,Fri_Mar__8_10_51_09_2024
727,No Empiri,BNBD4,High,High,0.9959685,0.820997,0.900058,Wed_Mar_13_00_52_30_2024
728,No Empiri,BNBD4,High,High,0.9967129,0.8244713,0.9024471,Fri_Mar__8_04_02_32_2024
729,No Empiri,BNBD4,High,High,0.9963669,0.8285498,0.9047423,Wed_Mar__6_22_23_09_2024
730,No Empiri,BNBD4,High,Low,1.0,0.9514005,0.975095,Wed_Mar__6_22_22_51_2024
731,No Empiri,BNBD4,High,Low,1.0,0.9510977,0.974936,Fri_Mar__8_14_25_09_2024
732,No Empiri,BNBD4,High,Low,1.0,0.9510977,0.974936,Wed_Mar__6_22_22_50_2024
733,No Empiri,BNBD4,High,Low,1.0,0.9514005,0.975095,Fri_Mar__8_06_38_56_2024
734,No Empiri,BNBD4,High,Low,1.0,0.9510977,0.974936,Mon_Feb_12_10_13_30_2024
735,No Empiri,BNBD4,High,Low,1.0,0.9506435,0.9746973,Fri_Mar__8_10_50_33_2024
736,No Empiri,BNBD4,High,Low,1.0,0.9515519,0.9751746,Wed_Mar__6_22_23_13_2024
737,No Empiri,BNBD4,High,Low,1.0,0.9514005,0.975095,Sun_Mar_10_04_22_42_2024
738,No Empiri,BNBD4,High,Low,0.9998408,0.9509463,0.9747808,Thu_Mar_14_11_41_29_2024
739,No Empiri,BNBD4,High,Low,1.0,0.9498864,0.9742992,Wed_Mar_13_00_52_16_2024
740,No Empiri,BNBD4,Low,High,0.9620253,0.7272727,0.8283379,Fri_Mar__8_14_25_16_2024
741,No Empiri,BNBD4,Low,High,0.9503106,0.7320574,0.827027,Wed_Mar__6_22_23_10_2024
742,No Empiri,BNBD4,Low,High,0.9496855,0.722488,0.8206522,Fri_Mar__8_06_39_03_2024
743,No Empiri,BNBD4,Low,High,0.95,0.7272727,0.8238482,Mon_Feb_19_22_37_38_2024
744,No Empiri,BNBD4,Low,High,0.9620253,0.7272727,0.8283379,Wed_Mar__6_22_22_55_2024
745,No Empiri,BNBD4,Low,High,0.94375,0.722488,0.8184282,Fri_Mar__8_10_50_52_2024
746,No Empiri,BNBD4,Low,High,0.9620253,0.7272727,0.8283379,Sun_Mar_10_04_22_55_2024
747,No Empiri,BNBD4,Low,High,0.9617834,0.722488,0.8251366,Wed_Mar__6_22_23_04_2024
748,No Empiri,BNBD4,Low,High,0.9617834,0.722488,0.8251366,Thu_Mar_14_11_41_37_2024
749,No Empiri,BNBD4,Low,High,0.9620253,0.7272727,0.8283379,Fri_Mar__8_04_02_25_2024
750,No Empiri,BNBD4,Low,Low,0.9851485,0.9567308,0.9707317,Wed_Mar__6_22_22_47_2024
751,No Empiri,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Fri_Mar__8_14_25_04_2024
752,No Empiri,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Mon_Feb_12_10_13_25_2024
753,No Empiri,BNBD4,Low,Low,0.9850746,0.9519231,0.9682152,Wed_Mar__6_22_22_44_2024
754,No Empiri,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Fri_Mar__8_06_38_48_2024
755,No Empiri,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Wed_Mar__6_22_22_59_2024
756,No Empiri,BNBD4,Low,Low,0.9658537,0.9519231,0.9588378,Sun_Mar_10_04_22_36_2024
757,No Empiri,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Fri_Mar__8_10_50_23_2024
758,No Empiri,BNBD4,Low,Low,0.9753695,0.9519231,0.9635036,Wed_Mar_13_00_52_11_2024
759,No Empiri,BNBD4,Low,Low,0.980198,0.9519231,0.9658537,Fri_Mar__8_04_02_14_2024
760,No Empiri,BNBD4,Medium,High,0.9831776,0.7298797,0.837802,Wed_Mar__6_22_23_17_2024
761,No Empiri,BNBD4,Medium,High,0.978882,0.7289547,0.835631,Fri_Mar__8_14_25_19_2024
762,No Empiri,BNBD4,Medium,High,0.9775841,0.7261795,0.8333333,Fri_Mar__8_06_39_07_2024
763,No Empiri,BNBD4,Medium,High,0.9787765,0.7252544,0.8331562,Wed_Mar__6_22_23_02_2024
764,No Empiri,BNBD4,Medium,High,0.974423,0.7224792,0.8297477,Mon_Feb_19_22_37_43_2024
765,No Empiri,BNBD4,Medium,High,0.9793363,0.7234043,0.8321362,Sun_Mar_10_04_22_59_2024
766,No Empiri,BNBD4,Medium,High,0.9776119,0.7271045,0.8339523,Fri_Mar__8_10_51_00_2024
767,No Empiri,BNBD4,Medium,High,0.9806974,0.7284921,0.8359873,Thu_Mar_14_11_41_40_2024
768,No Empiri,BNBD4,Medium,High,0.9825,0.7271045,0.8357257,Wed_Mar__6_22_23_07_2024
769,No Empiri,BNBD4,Medium,High,0.9812265,0.7252544,0.8340426,Wed_Mar_13_00_52_23_2024
770,No Empiri,BNBD4,Medium,Low,0.9980573,0.9553696,0.976247,Fri_Mar__8_14_25_06_2024
771,No Empiri,BNBD4,Medium,Low,0.9975752,0.9562994,0.9765013,Wed_Mar__6_22_22_46_2024
772,No Empiri,BNBD4,Medium,Low,0.9975752,0.9562994,0.9765013,Fri_Mar__8_06_38_51_2024
773,No Empiri,BNBD4,Medium,Low,0.9961409,0.9600186,0.9777462,Mon_Feb_12_10_13_28_2024
774,No Empiri,BNBD4,Medium,Low,0.998063,0.958159,0.977704,Wed_Mar__6_22_22_48_2024
775,No Empiri,BNBD4,Medium,Low,0.9966036,0.9549047,0.9753086,Fri_Mar__8_10_50_29_2024
776,No Empiri,BNBD4,Medium,Low,0.99662,0.9595537,0.9777357,Sun_Mar_10_04_22_40_2024
777,No Empiri,BNBD4,Medium,Low,0.9975775,0.9572292,0.976987,Wed_Mar__6_22_23_07_2024
778,No Empiri,BNBD4,Medium,Low,0.9961353,0.9586239,0.9770197,Wed_Mar__6_22_22_57_2024
779,No Empiri,BNBD4,Medium,Low,0.9966134,0.9576941,0.9767662,Fri_Mar__8_04_02_16_2024
780,No Empiri,BNBD4,Very High,High,0.9977291,0.82079,0.9006516,Fri_Mar__8_14_25_26_2024
781,No Empiri,BNBD4,Very High,High,0.9970874,0.8222578,0.9012725,Wed_Mar__6_22_23_29_2024
782,No Empiri,BNBD4,Very High,High,0.9970798,0.8201228,0.8999854,Wed_Mar__6_22_23_08_2024
783,No Empiri,BNBD4,Very High,High,0.9967559,0.8199893,0.899773,Fri_Mar__8_06_39_14_2024
784,No Empiri,BNBD4,Very High,High,0.9966091,0.8235922,0.9018777,Mon_Feb_19_22_37_52_2024
785,No Empiri,BNBD4,Very High,High,0.9980608,0.824126,0.902792,Sun_Mar_10_04_23_09_2024
786,No Empiri,BNBD4,Very High,High,0.9975637,0.819589,0.8998608,Fri_Mar__8_10_51_14_2024
787,No Empiri,BNBD4,Very High,High,0.9964419,0.8221244,0.9009286,Wed_Mar__6_22_23_12_2024
788,No Empiri,BNBD4,Very High,High,0.9970963,0.8247932,0.902797,Fri_Mar__8_04_02_34_2024
789,No Empiri,BNBD4,Very High,High,0.9977287,0.8206565,0.9005711,Fri_Mar_15_21_23_25_2024
790,No Empiri,BNBD4,Very High,Low,1.0,0.9538297,0.9763693,Fri_Mar__8_14_25_11_2024
791,No Empiri,BNBD4,Very High,Low,1.0,0.9538297,0.9763693,Wed_Mar__6_22_23_03_2024
792,No Empiri,BNBD4,Very High,Low,1.0,0.9538297,0.9763693,Mon_Feb_12_10_13_36_2024
793,No Empiri,BNBD4,Very High,Low,1.0,0.9538297,0.9763693,Wed_Mar__6_22_22_54_2024
794,No Empiri,BNBD4,Very High,Low,1.0,0.9534294,0.9761596,Fri_Mar__8_06_38_59_2024
795,No Empiri,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Fri_Mar__8_10_50_37_2024
796,No Empiri,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Wed_Mar__6_22_23_08_2024
797,No Empiri,BNBD4,Very High,Low,1.0,0.9530291,0.9759497,Sun_Mar_10_04_22_51_2024
798,No Empiri,BNBD4,Very High,Low,1.0,0.9534294,0.9761596,Wed_Mar__6_22_23_02_2024
799,No Empiri,BNBD4,Very High,Low,1.0,0.9542301,0.976579,Fri_Mar_15_21_23_10_2024
800,No Empiri,Pitman,High,High,0.993079,0.8886707,0.9379783,Wed_Mar__6_21_57_44_2024
801,No Empiri,Pitman,High,High,0.9939292,0.8903323,0.9392829,Fri_Mar__8_22_54_14_2024
802,No Empiri,Pitman,High,High,0.9935811,0.8885196,0.938118,Mon_Feb_12_10_08_10_2024
803,No Empiri,Pitman,High,High,0.9964449,0.8891239,0.9397302,Wed_Mar__6_21_57_44_2024
804,No Empiri,Pitman,High,High,0.9914011,0.8882175,0.9369771,Fri_Mar__8_13_57_26_2024
805,No Empiri,Pitman,High,High,0.9949324,0.8897281,0.9393939,Wed_Mar__6_22_25_57_2024
806,No Empiri,Pitman,High,High,0.9935876,0.889426,0.9386259,Fri_Mar__8_14_37_25_2024
807,No Empiri,Pitman,High,High,0.9927609,0.8907855,0.9390127,Wed_Mar_13_00_42_35_2024
808,No Empiri,Pitman,High,High,0.9954261,0.8876133,0.9384333,Thu_Mar__7_21_00_02_2024
809,No Empiri,Pitman,High,High,0.9942587,0.889426,0.9389252,Wed_Mar__6_22_25_54_2024
810,No Empiri,Pitman,High,Low,1.0,0.9523089,0.9755719,Wed_Mar__6_21_57_23_2024
811,No Empiri,Pitman,High,Low,1.0,0.9510977,0.974936,Fri_Mar__8_22_53_25_2024
812,No Empiri,Pitman,High,Low,1.0,0.9507949,0.9747769,Mon_Feb_12_10_07_58_2024
813,No Empiri,Pitman,High,Low,1.0,0.9507949,0.9747769,Wed_Mar__6_21_57_25_2024
814,No Empiri,Pitman,High,Low,1.0,0.9515519,0.9751746,Fri_Mar__8_13_57_05_2024
815,No Empiri,Pitman,High,Low,1.0,0.9509463,0.9748564,Wed_Mar__6_22_25_36_2024
816,No Empiri,Pitman,High,Low,1.0,0.9515519,0.9751746,Fri_Mar__8_14_37_08_2024
817,No Empiri,Pitman,High,Low,1.0,0.9526117,0.9757308,Wed_Mar__6_22_25_42_2024
818,No Empiri,Pitman,High,Low,1.0,0.9521575,0.9754925,Wed_Mar_13_00_42_23_2024
819,No Empiri,Pitman,High,Low,1.0,0.9520061,0.975413,Thu_Mar__7_20_59_42_2024
820,No Empiri,Pitman,Low,High,0.5192878,0.8373206,0.6410256,Wed_Mar__6_21_57_34_2024
821,No Empiri,Pitman,Low,High,0.5225225,0.8325359,0.6420664,Fri_Mar__8_22_54_08_2024
822,No Empiri,Pitman,Low,High,0.5208333,0.8373206,0.6422018,Wed_Mar__6_21_57_34_2024
823,No Empiri,Pitman,Low,High,0.5221239,0.84689,0.6459854,Mon_Feb_12_10_08_04_2024
824,No Empiri,Pitman,Low,High,0.5315315,0.84689,0.6531365,Fri_Mar__8_13_57_08_2024
825,No Empiri,Pitman,Low,High,0.5208333,0.8373206,0.6422018,Fri_Mar__8_14_37_17_2024
826,No Empiri,Pitman,Low,High,0.5460123,0.8516746,0.6654206,Wed_Mar__6_22_25_47_2024
827,No Empiri,Pitman,Low,High,0.5272727,0.8325359,0.6456401,Thu_Mar_14_18_04_11_2024
828,No Empiri,Pitman,Low,High,0.5465839,0.8421053,0.6629002,Wed_Mar__6_22_25_48_2024
829,No Empiri,Pitman,Low,High,0.5226586,0.8277512,0.6407407,Thu_Mar__7_20_59_55_2024
830,No Empiri,Pitman,Low,Low,0.9754902,0.9567308,0.9660194,Wed_Mar__6_21_57_16_2024
831,No Empiri,Pitman,Low,Low,0.9705882,0.9519231,0.961165,Fri_Mar__8_22_53_12_2024
832,No Empiri,Pitman,Low,Low,0.980198,0.9519231,0.9658537,Wed_Mar__6_21_57_20_2024
833,No Empiri,Pitman,Low,Low,0.9850746,0.9519231,0.9682152,Fri_Mar__8_13_57_00_2024
834,No Empiri,Pitman,Low,Low,0.9660194,0.9567308,0.9613527,Mon_Feb_12_10_07_51_2024
835,No Empiri,Pitman,Low,Low,0.9658537,0.9519231,0.9588378,Wed_Mar__6_22_25_28_2024
836,No Empiri,Pitman,Low,Low,0.9660194,0.9567308,0.9613527,Fri_Mar__8_14_37_04_2024
837,No Empiri,Pitman,Low,Low,0.9613527,0.9567308,0.9590361,Thu_Mar__7_20_59_24_2024
838,No Empiri,Pitman,Low,Low,0.9658537,0.9519231,0.9588378,Thu_Mar_14_18_03_50_2024
839,No Empiri,Pitman,Low,Low,0.9708738,0.9615385,0.9661836,Wed_Mar_13_00_42_17_2024
840,No Empiri,Pitman,Medium,High,0.9405594,0.8709528,0.9044188,Fri_Mar__8_22_54_23_2024
841,No Empiri,Pitman,Medium,High,0.942298,0.8686401,0.9039711,Wed_Mar__6_21_57_39_2024
842,No Empiri,Pitman,Medium,High,0.9461229,0.8691027,0.9059788,Wed_Mar__6_21_57_40_2024
843,No Empiri,Pitman,Medium,High,0.9312562,0.8709528,0.9000956,Mon_Feb_12_10_08_08_2024
844,No Empiri,Pitman,Medium,High,0.9451986,0.8695652,0.9058058,Fri_Mar__8_13_57_21_2024
845,No Empiri,Pitman,Medium,High,0.940321,0.8672525,0.9023099,Fri_Mar__8_14_37_21_2024
846,No Empiri,Pitman,Medium,High,0.9385307,0.8686401,0.902234,Wed_Mar__6_22_25_52_2024
847,No Empiri,Pitman,Medium,High,0.9495459,0.8704903,0.9083012,Wed_Mar__6_22_25_51_2024
848,No Empiri,Pitman,Medium,High,0.93778,0.8714154,0.9033805,Thu_Mar_14_18_04_15_2024
849,No Empiri,Pitman,Medium,High,0.942327,0.8691027,0.9042348,Wed_Mar_13_00_42_32_2024
850,No Empiri,Pitman,Medium,Low,0.9932918,0.9637378,0.9782916,Wed_Mar__6_21_57_19_2024
851,No Empiri,Pitman,Medium,Low,0.9951992,0.9637378,0.9792159,Fri_Mar__8_22_53_14_2024
852,No Empiri,Pitman,Medium,Low,0.9947166,0.962808,0.9785022,Wed_Mar__6_21_57_24_2024
853,No Empiri,Pitman,Medium,Low,0.99519,0.9618782,0.9782506,Mon_Feb_12_10_07_55_2024
854,No Empiri,Pitman,Medium,Low,0.9971112,0.962808,0.9796594,Fri_Mar__8_13_57_02_2024
855,No Empiri,Pitman,Medium,Low,0.9927954,0.9609484,0.9766123,Wed_Mar__6_22_25_31_2024
856,No Empiri,Pitman,Medium,Low,0.995671,0.9623431,0.9787234,Fri_Mar__8_14_37_05_2024
857,No Empiri,Pitman,Medium,Low,0.9942363,0.9623431,0.9780298,Wed_Mar__6_22_25_39_2024
858,No Empiri,Pitman,Medium,Low,0.9942418,0.9632729,0.9785124,Thu_Mar_14_18_03_55_2024
859,No Empiri,Pitman,Medium,Low,0.9956731,0.962808,0.9789648,Wed_Mar_13_00_42_18_2024
860,No Empiri,Pitman,Very High,High,0.9954511,0.8760342,0.9319327,Wed_Mar__6_21_57_49_2024
861,No Empiri,Pitman,Very High,High,0.9927624,0.8785695,0.9321818,Fri_Mar__8_22_54_24_2024
862,No Empiri,Pitman,Very High,High,0.9929024,0.8773686,0.931567,Wed_Mar__6_21_57_48_2024
863,No Empiri,Pitman,Very High,High,0.9933555,0.8777689,0.9319921,Fri_Mar__8_13_57_30_2024
864,No Empiri,Pitman,Very High,High,0.9922879,0.8756338,0.9303183,Mon_Feb_12_10_08_14_2024
865,No Empiri,Pitman,Very High,High,0.9951662,0.8791033,0.9335412,Fri_Mar__8_14_37_29_2024
866,No Empiri,Pitman,Very High,High,0.9933515,0.8772351,0.9316893,Wed_Mar__6_22_26_02_2024
867,No Empiri,Pitman,Very High,High,0.9928992,0.8769682,0.9313399,Thu_Mar__7_21_00_03_2024
868,No Empiri,Pitman,Very High,High,0.9930366,0.875367,0.9304965,Wed_Mar_13_00_42_37_2024
869,No Empiri,Pitman,Very High,High,0.9927449,0.8764345,0.9309709,Wed_Mar__6_22_25_56_2024
870,No Empiri,Pitman,Very High,Low,1.0,0.9551641,0.977068,Fri_Mar__8_22_53_56_2024
871,No Empiri,Pitman,Very High,Low,1.0,0.9540966,0.9765092,Wed_Mar__6_21_57_26_2024
872,No Empiri,Pitman,Very High,Low,0.9994415,0.9551641,0.9768013,Fri_Mar__8_13_57_11_2024
873,No Empiri,Pitman,Very High,Low,1.0,0.9552976,0.9771378,Wed_Mar__6_21_57_31_2024
874,No Empiri,Pitman,Very High,Low,1.0,0.9544969,0.9767188,Mon_Feb_12_10_08_01_2024
875,No Empiri,Pitman,Very High,Low,1.0,0.9547638,0.9768585,Fri_Mar__8_14_37_11_2024
876,No Empiri,Pitman,Very High,Low,1.0,0.9540966,0.9765092,Wed_Mar__6_22_25_36_2024
877,No Empiri,Pitman,Very High,Low,1.0,0.9542301,0.976579,Thu_Mar_14_18_04_06_2024
878,No Empiri,Pitman,Very High,Low,1.0,0.9556979,0.9773472,Thu_Mar__7_20_59_51_2024
879,No Empiri,Pitman,Very High,Low,1.0,0.9536963,0.9762994,Wed_Mar__6_22_25_44_2024
880,No Empiri,Uniform,High,High,0.997821,0.8300604,0.9062423,Wed_Mar__6_22_02_02_2024
881,No Empiri,Uniform,High,High,0.9974587,0.8300604,0.9060928,Thu_Mar__7_23_54_38_2024
882,No Empiri,Uniform,High,High,0.9972772,0.8299094,0.9059279,Wed_Mar__6_22_02_17_2024
883,No Empiri,Uniform,High,High,0.997819,0.8293051,0.9057911,Fri_Mar__8_04_16_56_2024
884,No Empiri,Uniform,High,High,0.9978166,0.8283988,0.9052493,Mon_Feb_12_10_10_44_2024
885,No Empiri,Uniform,High,High,0.9979949,0.8270393,0.9045102,Wed_Mar__6_22_28_02_2024
886,No Empiri,Uniform,High,High,0.9967177,0.8256798,0.9031725,Thu_Mar__7_15_03_55_2024
887,No Empiri,Uniform,High,High,0.9978186,0.8291541,0.9057008,Thu_Mar__7_15_04_02_2024
888,No Empiri,Uniform,High,High,0.9978126,0.8268882,0.904345,Thu_Mar_14_15_17_28_2024
889,No Empiri,Uniform,High,High,0.9980036,0.8306647,0.9066777,Wed_Mar_13_00_47_34_2024
890,No Empiri,Uniform,High,Low,1.0,0.9485238,0.973582,Thu_Mar__7_23_54_22_2024
891,No Empiri,Uniform,High,Low,1.0,0.9504921,0.9746177,Wed_Mar__6_22_01_46_2024
892,No Empiri,Uniform,High,Low,1.0,0.9485238,0.973582,Mon_Feb_12_10_10_33_2024
893,No Empiri,Uniform,High,Low,1.0,0.9492808,0.9739806,Wed_Mar__6_22_01_57_2024
894,No Empiri,Uniform,High,Low,1.0,0.9486752,0.9736617,Fri_Mar__8_04_16_41_2024
895,No Empiri,Uniform,High,Low,1.0,0.9501893,0.9744585,Thu_Mar__7_15_03_42_2024
896,No Empiri,Uniform,High,Low,1.0,0.9507949,0.9747769,Wed_Mar__6_22_27_47_2024
897,No Empiri,Uniform,High,Low,1.0,0.9498864,0.9742992,Wed_Mar_13_00_47_21_2024
898,No Empiri,Uniform,High,Low,1.0,0.948978,0.9738212,Sat_Mar_16_01_31_02_2024
899,No Empiri,Uniform,High,Low,1.0,0.9504921,0.9746177,Wed_Mar__6_22_28_15_2024
900,No Empiri,Uniform,Low,High,0.1745868,0.8086124,0.2871708,Thu_Mar__7_23_54_28_2024
901,No Empiri,Uniform,Low,High,0.1726619,0.8038278,0.284264,Wed_Mar__6_22_01_51_2024
902,No Empiri,Uniform,Low,High,0.1726619,0.8038278,0.284264,Wed_Mar__6_22_02_07_2024
903,No Empiri,Uniform,Low,High,0.1707317,0.8038278,0.2816429,Mon_Feb_12_10_10_39_2024
904,No Empiri,Uniform,Low,High,0.1707317,0.8038278,0.2816429,Fri_Mar__8_04_16_48_2024
905,No Empiri,Uniform,Low,High,0.1733333,0.8086124,0.285473,Wed_Mar__6_22_27_55_2024
906,No Empiri,Uniform,Low,High,0.1731557,0.8086124,0.2852321,Thu_Mar__7_15_03_48_2024
907,No Empiri,Uniform,Low,High,0.1736896,0.8086124,0.285956,Thu_Mar_14_15_17_19_2024
908,No Empiri,Uniform,Low,High,0.1720978,0.8086124,0.2837951,Wed_Mar__6_22_28_18_2024
909,No Empiri,Uniform,Low,High,0.1722732,0.8086124,0.2840336,Wed_Mar_13_00_47_29_2024
910,No Empiri,Uniform,Low,Low,0.1926428,0.9567308,0.3207091,Wed_Mar__6_22_01_42_2024
911,No Empiri,Uniform,Low,Low,0.1937683,0.9567308,0.3222672,Thu_Mar__7_23_54_18_2024
912,No Empiri,Uniform,Low,Low,0.1945259,0.9567308,0.3233144,Wed_Mar__6_22_01_50_2024
913,No Empiri,Uniform,Low,Low,0.1956735,0.9567308,0.324898,Mon_Feb_12_10_10_29_2024
914,No Empiri,Uniform,Low,Low,0.1932039,0.9567308,0.3214863,Fri_Mar__8_04_16_33_2024
915,No Empiri,Uniform,Low,Low,0.1924565,0.9567308,0.3204509,Thu_Mar__7_15_03_38_2024
916,No Empiri,Uniform,Low,Low,0.1935798,0.9567308,0.3220065,Wed_Mar__6_22_27_42_2024
917,No Empiri,Uniform,Low,Low,0.1958661,0.9567308,0.3251634,Sat_Mar_16_01_30_52_2024
918,No Empiri,Uniform,Low,Low,0.1941463,0.9567308,0.3227899,Wed_Mar_13_00_47_13_2024
919,No Empiri,Uniform,Low,Low,0.194907,0.9567308,0.3238405,Thu_Mar_14_15_17_01_2024
920,No Empiri,Uniform,Medium,High,0.9447368,0.8302498,0.8838011,Thu_Mar__7_23_54_34_2024
921,No Empiri,Uniform,Medium,High,0.948909,0.8246994,0.8824548,Wed_Mar__6_22_01_58_2024
922,No Empiri,Uniform,Medium,High,0.9433665,0.8320999,0.8842467,Fri_Mar__8_04_16_49_2024
923,No Empiri,Uniform,Medium,High,0.9440042,0.8265495,0.881381,Wed_Mar__6_22_02_12_2024
924,No Empiri,Uniform,Medium,High,0.9477573,0.8307123,0.8853833,Mon_Feb_12_10_10_41_2024
925,No Empiri,Uniform,Medium,High,0.9415789,0.8274746,0.8808469,Thu_Mar__7_15_03_52_2024
926,No Empiri,Uniform,Medium,High,0.9459173,0.8251619,0.8814229,Wed_Mar__6_22_27_58_2024
927,No Empiri,Uniform,Medium,High,0.9453001,0.8233117,0.8800989,Thu_Mar__7_15_04_00_2024
928,No Empiri,Uniform,Medium,High,0.9448568,0.8242368,0.8804348,Thu_Mar_14_15_17_24_2024
929,No Empiri,Uniform,Medium,High,0.9486501,0.8288622,0.8847198,Wed_Mar_13_00_47_32_2024
930,No Empiri,Uniform,Medium,Low,0.9946988,0.9595537,0.9768102,Wed_Mar__6_22_01_45_2024
931,No Empiri,Uniform,Medium,Low,0.9951667,0.9572292,0.9758294,Thu_Mar__7_23_54_21_2024
932,No Empiri,Uniform,Medium,Low,0.9951714,0.958159,0.9763145,Fri_Mar__8_04_16_38_2024
933,No Empiri,Uniform,Medium,Low,0.9956501,0.9576941,0.9763033,Wed_Mar__6_22_01_53_2024
934,No Empiri,Uniform,Medium,Low,0.9942141,0.9586239,0.9760947,Mon_Feb_12_10_10_31_2024
935,No Empiri,Uniform,Medium,Low,0.9946962,0.9590888,0.976568,Wed_Mar__6_22_27_43_2024
936,No Empiri,Uniform,Medium,Low,0.9951644,0.9567643,0.9755866,Thu_Mar__7_15_03_39_2024
937,No Empiri,Uniform,Medium,Low,0.9951714,0.958159,0.9763145,Thu_Mar_14_15_17_06_2024
938,No Empiri,Uniform,Medium,Low,0.9956606,0.9600186,0.9775148,Wed_Mar__6_22_28_11_2024
939,No Empiri,Uniform,Medium,Low,0.9946886,0.9576941,0.9758408,Wed_Mar_13_00_47_16_2024
940,No Empiri,Uniform,Very High,High,0.9998349,0.8082466,0.8938902,Thu_Mar__7_23_54_41_2024
941,No Empiri,Uniform,Very High,High,1.0,0.8079797,0.8937929,Wed_Mar__6_22_02_06_2024
942,No Empiri,Uniform,Very High,High,0.9998345,0.8063784,0.8927463,Wed_Mar__6_22_02_21_2024
943,No Empiri,Uniform,Very High,High,0.9998351,0.8091807,0.8944612,Fri_Mar__8_04_16_53_2024
944,No Empiri,Uniform,Very High,High,0.999835,0.8087804,0.8942166,Mon_Feb_12_10_10_45_2024
945,No Empiri,Uniform,Very High,High,1.0,0.8101148,0.8950977,Thu_Mar__7_15_03_58_2024
946,No Empiri,Uniform,Very High,High,0.9998352,0.8097144,0.8947873,Wed_Mar__6_22_28_05_2024
947,No Empiri,Uniform,Very High,High,1.0,0.8058447,0.892485,Thu_Mar_14_15_17_30_2024
948,No Empiri,Uniform,Very High,High,1.0,0.806245,0.8927305,Thu_Mar__7_15_04_04_2024
949,No Empiri,Uniform,Very High,High,1.0,0.8097144,0.8948533,Wed_Mar_13_00_47_40_2024
950,No Empiri,Uniform,Very High,Low,1.0,0.9524953,0.9756698,Thu_Mar__7_23_54_27_2024
951,No Empiri,Uniform,Very High,Low,1.0,0.9542301,0.976579,Wed_Mar__6_22_01_50_2024
952,No Empiri,Uniform,Very High,Low,1.0,0.9524953,0.9756698,Fri_Mar__8_04_16_40_2024
953,No Empiri,Uniform,Very High,Low,1.0,0.9538297,0.9763693,Wed_Mar__6_22_02_02_2024
954,No Empiri,Uniform,Very High,Low,1.0,0.9524953,0.9756698,Mon_Feb_12_10_10_37_2024
955,No Empiri,Uniform,Very High,Low,1.0,0.952095,0.9754597,Thu_Mar__7_15_03_46_2024
956,No Empiri,Uniform,Very High,Low,1.0,0.9530291,0.9759497,Wed_Mar__6_22_27_51_2024
957,No Empiri,Uniform,Very High,Low,1.0,0.9530291,0.9759497,Sat_Mar_16_01_31_07_2024
958,No Empiri,Uniform,Very High,Low,1.0,0.9528956,0.9758797,Thu_Mar_14_15_17_13_2024
959,No Empiri,Uniform,Very High,Low,1.0,0.9534294,0.9761596,Wed_Mar__6_22_28_17_2024
